workerid,degree,superordinate,adj,adj_positiveness,NP,specific,subFreq,superFreq
c7974a52353001a3e91dd1ee5adedae3,width,road,wide,positive,road,0,70464,131806092
c7974a52353001a3e91dd1ee5adedae3,price,statue,cheap,negative,statue,0,35423760,4753368
c7974a52353001a3e91dd1ee5adedae3,hardness,floor,hard,positive,floor,0,8516834,53763234
d765f98093cab28b5469925c88433b9c,price,statue,cheap,negative,statue,0,35423760,4753368
d765f98093cab28b5469925c88433b9c,width,road,wide,positive,road,0,19163,131806092
d765f98093cab28b5469925c88433b9c,price,alcoholic drink,cheap,negative,liquor,1,4727755,158194
d765f98093cab28b5469925c88433b9c,size,plant,big,positive,bush,1,71300864,53249198
d765f98093cab28b5469925c88433b9c,height,people,short,negative,golfer,1,1508058,480323270
d765f98093cab28b5469925c88433b9c,hardness,sweet,hard,positive,chocolate,1,23380830,32335039
d765f98093cab28b5469925c88433b9c,length_duration,reading,long,positive,novel,1,21821672,95293931
d765f98093cab28b5469925c88433b9c,temperature,food,cold,negative,food,0,6277647,180152837
d765f98093cab28b5469925c88433b9c,temperature,food,cold,negative,food,0,6277647,180152837
d765f98093cab28b5469925c88433b9c,strength,storm,strong,positive,storm,0,1002030,22249642
d765f98093cab28b5469925c88433b9c,width,hole,wide,positive,cave,1,7669404,26202887
d765f98093cab28b5469925c88433b9c,speed,people,slow,negative,runner,1,7381418,480323270
d765f98093cab28b5469925c88433b9c,speed,animal,quick,positive,sloth,1,519816,62579572
d765f98093cab28b5469925c88433b9c,strength,people,weak,negative,adult,1,97585771,480323270
d765f98093cab28b5469925c88433b9c,length_duration,dog,long,positive,dog,0,1399606,77282721
d765f98093cab28b5469925c88433b9c,hardness,floor,hard,positive,floor,0,8516834,53763234
d765f98093cab28b5469925c88433b9c,darkness,bird,dark,negative,bird,0,4603692,29443460
d765f98093cab28b5469925c88433b9c,temperature,season,warm,positive,winter day,1,101658,76447399
d765f98093cab28b5469925c88433b9c,weight,people,light,negative,adult,1,97585771,480323270
d765f98093cab28b5469925c88433b9c,height,animal,short,negative,bird,1,29443460,62579572
d765f98093cab28b5469925c88433b9c,size,animal,small,negative,monkey,1,9992262,62579572
d765f98093cab28b5469925c88433b9c,loudness,room,quiet,negative,room,0,20279319,176313286
d765f98093cab28b5469925c88433b9c,loudness,animal,loud,positive,animal,0,2821287,62579572
910ad29b7ea10e30ccba89fdf385d6bd,width,road,wide,positive,road,0,19163,131806092
910ad29b7ea10e30ccba89fdf385d6bd,temperature,food,cold,negative,food,0,10543534,180152837
910ad29b7ea10e30ccba89fdf385d6bd,size,animal,big,positive,mouse,1,33668364,62579572
910ad29b7ea10e30ccba89fdf385d6bd,loudness,animal,quiet,negative,animal,0,2821287,62579572
910ad29b7ea10e30ccba89fdf385d6bd,size,plant,big,positive,flower,1,33373457,53249198
910ad29b7ea10e30ccba89fdf385d6bd,strength,storm,strong,positive,rain,1,26429782,22249642
910ad29b7ea10e30ccba89fdf385d6bd,strength,people,weak,negative,people,0,3025962,480323270
910ad29b7ea10e30ccba89fdf385d6bd,length_duration,reading,short,negative,reading,0,138440672,95293931
910ad29b7ea10e30ccba89fdf385d6bd,speed,animal,slow,negative,cheetah,1,1117664,62579572
910ad29b7ea10e30ccba89fdf385d6bd,height,animal,tall,positive,monkey,1,9992262,62579572
910ad29b7ea10e30ccba89fdf385d6bd,hardness,floor,hard,positive,floor,0,8516834,53763234
910ad29b7ea10e30ccba89fdf385d6bd,length_duration,dog,short,negative,dog,0,1143338,77282721
910ad29b7ea10e30ccba89fdf385d6bd,temperature,season,warm,positive,season,0,47405,76447399
910ad29b7ea10e30ccba89fdf385d6bd,loudness,room,loud,positive,classroom,1,20279319,176313286
910ad29b7ea10e30ccba89fdf385d6bd,speed,people,slow,negative,runner,1,7381418,480323270
910ad29b7ea10e30ccba89fdf385d6bd,darkness,bird,dark,negative,parrot,1,2682859,29443460
910ad29b7ea10e30ccba89fdf385d6bd,height,people,short,negative,jockey,1,2544228,480323270
910ad29b7ea10e30ccba89fdf385d6bd,price,statue,expensive,positive,statue,0,15501355,4753368
910ad29b7ea10e30ccba89fdf385d6bd,price,alcoholic drink,expensive,positive,beer,1,20488618,158194
910ad29b7ea10e30ccba89fdf385d6bd,weight,people,light,negative,baby,1,117716269,480323270
910ad29b7ea10e30ccba89fdf385d6bd,hardness,sweet,soft,negative,marshmallow,1,435955,32335039
910ad29b7ea10e30ccba89fdf385d6bd,width,hole,wide,positive,cave,1,7669404,26202887
910ad29b7ea10e30ccba89fdf385d6bd,weight,animal,heavy,positive,animal,0,6116985,62579572
afcbc739f0138a12b346a93040cff5ec,price,statue,expensive,positive,statue,0,15501355,4753368
afcbc739f0138a12b346a93040cff5ec,speed,people,quick,positive,people,0,7381418,480323270
afcbc739f0138a12b346a93040cff5ec,weight,animal,heavy,positive,dog,1,77282721,62579572
afcbc739f0138a12b346a93040cff5ec,width,hole,narrow,negative,cavern,1,1364330,26202887
afcbc739f0138a12b346a93040cff5ec,length_duration,reading,long,positive,story,1,138440672,95293931
afcbc739f0138a12b346a93040cff5ec,temperature,season,warm,positive,season,0,334257,76447399
afcbc739f0138a12b346a93040cff5ec,speed,animal,quick,positive,sloth,1,519816,62579572
afcbc739f0138a12b346a93040cff5ec,loudness,room,quiet,negative,classroom,1,20279319,176313286
afcbc739f0138a12b346a93040cff5ec,length_duration,dog,short,negative,dog,0,1143338,77282721
afcbc739f0138a12b346a93040cff5ec,height,people,short,negative,basketball player,1,314610,480323270
afcbc739f0138a12b346a93040cff5ec,size,plant,small,negative,flower,1,33373457,53249198
afcbc739f0138a12b346a93040cff5ec,hardness,floor,soft,negative,carpet,1,12309442,53763234
afcbc739f0138a12b346a93040cff5ec,strength,people,weak,negative,child,1,119753056,480323270
afcbc739f0138a12b346a93040cff5ec,hardness,sweet,hard,positive,chocolate,1,23380830,32335039
afcbc739f0138a12b346a93040cff5ec,height,animal,tall,positive,bird,1,29443460,62579572
afcbc739f0138a12b346a93040cff5ec,weight,people,light,negative,kid,1,22023401,480323270
afcbc739f0138a12b346a93040cff5ec,price,alcoholic drink,expensive,positive,beer,1,20488618,158194
afcbc739f0138a12b346a93040cff5ec,size,animal,big,positive,animal,0,6116985,62579572
afcbc739f0138a12b346a93040cff5ec,loudness,animal,quiet,negative,donkey,1,2821287,62579572
afcbc739f0138a12b346a93040cff5ec,strength,storm,strong,positive,thunderstorm,1,1002030,22249642
afcbc739f0138a12b346a93040cff5ec,temperature,food,cold,negative,food,0,6277647,180152837
afcbc739f0138a12b346a93040cff5ec,temperature,food,cold,negative,food,0,6277647,180152837
afcbc739f0138a12b346a93040cff5ec,width,road,narrow,negative,road,0,23630418,131806092
afcbc739f0138a12b346a93040cff5ec,darkness,bird,dark,negative,seagull,1,735268,29443460
f532bf79f47e08efebe4cfd0e83da050,length_duration,reading,short,negative,story,1,138440672,95293931
f532bf79f47e08efebe4cfd0e83da050,loudness,room,loud,positive,room,0,4248177,176313286
f532bf79f47e08efebe4cfd0e83da050,speed,people,quick,positive,people,0,14809346,480323270
f532bf79f47e08efebe4cfd0e83da050,height,animal,short,negative,monkey,1,9992262,62579572
f532bf79f47e08efebe4cfd0e83da050,hardness,floor,hard,positive,carpet,1,12309442,53763234
f532bf79f47e08efebe4cfd0e83da050,size,animal,small,negative,monkey,1,9992262,62579572
f532bf79f47e08efebe4cfd0e83da050,weight,people,light,negative,baby,1,117716269,480323270
f532bf79f47e08efebe4cfd0e83da050,hardness,sweet,hard,positive,chocolate,1,23380830,32335039
f532bf79f47e08efebe4cfd0e83da050,price,alcoholic drink,cheap,negative,beer,1,20488618,158194
f532bf79f47e08efebe4cfd0e83da050,darkness,bird,dark,negative,seagull,1,735268,29443460
f532bf79f47e08efebe4cfd0e83da050,temperature,food,warm,positive,ice cream,1,6277647,180152837
f532bf79f47e08efebe4cfd0e83da050,temperature,food,warm,positive,ice cream,1,6277647,180152837
f532bf79f47e08efebe4cfd0e83da050,length_duration,dog,short,negative,dog,0,722619,77282721
f532bf79f47e08efebe4cfd0e83da050,loudness,animal,loud,positive,cat,1,46849873,62579572
f532bf79f47e08efebe4cfd0e83da050,speed,animal,quick,positive,animal,0,1117664,62579572
f532bf79f47e08efebe4cfd0e83da050,temperature,season,cold,negative,season,0,101658,76447399
f532bf79f47e08efebe4cfd0e83da050,height,people,short,negative,golfer,1,1508058,480323270
f532bf79f47e08efebe4cfd0e83da050,weight,animal,heavy,positive,dog,1,77282721,62579572
f532bf79f47e08efebe4cfd0e83da050,strength,people,strong,positive,people,0,97585771,480323270
f532bf79f47e08efebe4cfd0e83da050,price,statue,cheap,negative,statue,0,15501355,4753368
f532bf79f47e08efebe4cfd0e83da050,size,plant,big,positive,bush,1,71300864,53249198
f532bf79f47e08efebe4cfd0e83da050,width,road,narrow,negative,road,0,70464,131806092
f532bf79f47e08efebe4cfd0e83da050,width,hole,wide,positive,cave,1,7669404,26202887
f532bf79f47e08efebe4cfd0e83da050,strength,storm,weak,negative,hurricane,1,16759342,22249642
45031f3423a8bec246f8b77dec30a96c,temperature,season,warm,positive,season,0,334257,76447399
45031f3423a8bec246f8b77dec30a96c,hardness,floor,soft,negative,floor,0,12309442,53763234
45031f3423a8bec246f8b77dec30a96c,width,road,narrow,negative,road,0,19163,131806092
45031f3423a8bec246f8b77dec30a96c,size,animal,small,negative,elephant,1,6116985,62579572
45031f3423a8bec246f8b77dec30a96c,speed,animal,quick,positive,sloth,1,519816,62579572
45031f3423a8bec246f8b77dec30a96c,speed,people,slow,negative,runner,1,7381418,480323270
45031f3423a8bec246f8b77dec30a96c,darkness,bird,dark,negative,bird,0,2682859,29443460
45031f3423a8bec246f8b77dec30a96c,hardness,sweet,soft,negative,sweet,0,29526,32335039
45031f3423a8bec246f8b77dec30a96c,loudness,room,quiet,negative,room,0,4248177,176313286
45031f3423a8bec246f8b77dec30a96c,price,alcoholic drink,cheap,negative,beer,1,20488618,158194
45031f3423a8bec246f8b77dec30a96c,price,statue,expensive,positive,statue,0,15501355,4753368
45031f3423a8bec246f8b77dec30a96c,height,animal,tall,positive,monkey,1,9992262,62579572
45031f3423a8bec246f8b77dec30a96c,strength,people,strong,positive,people,0,119753056,480323270
45031f3423a8bec246f8b77dec30a96c,strength,storm,weak,negative,storm,0,1002030,22249642
45031f3423a8bec246f8b77dec30a96c,length_duration,dog,long,positive,dog,0,722619,77282721
45031f3423a8bec246f8b77dec30a96c,weight,animal,light,negative,fish,1,52768568,62579572
45031f3423a8bec246f8b77dec30a96c,temperature,food,cold,negative,ice cream,1,6277647,180152837
45031f3423a8bec246f8b77dec30a96c,temperature,food,cold,negative,ice cream,1,6277647,180152837
45031f3423a8bec246f8b77dec30a96c,weight,people,heavy,positive,kid,1,22023401,480323270
45031f3423a8bec246f8b77dec30a96c,size,plant,small,negative,bush,1,71300864,53249198
45031f3423a8bec246f8b77dec30a96c,length_duration,reading,long,positive,story,1,138440672,95293931
45031f3423a8bec246f8b77dec30a96c,loudness,animal,loud,positive,cat,1,46849873,62579572
45031f3423a8bec246f8b77dec30a96c,width,hole,wide,positive,fox hole,1,21463,26202887
45031f3423a8bec246f8b77dec30a96c,height,people,tall,positive,people,0,314610,480323270
3cef732fd8b2d5f3036d510441c1c9f6,speed,animal,quick,positive,animal,0,6116985,62579572
3cef732fd8b2d5f3036d510441c1c9f6,strength,storm,strong,positive,hurricane,1,16759342,22249642
3cef732fd8b2d5f3036d510441c1c9f6,weight,animal,heavy,positive,dog,1,77282721,62579572
3cef732fd8b2d5f3036d510441c1c9f6,price,statue,cheap,negative,statue,0,35423760,4753368
3cef732fd8b2d5f3036d510441c1c9f6,length_duration,reading,long,positive,poem,1,8910539,95293931
3cef732fd8b2d5f3036d510441c1c9f6,height,people,tall,positive,basketball player,1,314610,480323270
3cef732fd8b2d5f3036d510441c1c9f6,speed,people,slow,negative,jogger,1,677597,480323270
3cef732fd8b2d5f3036d510441c1c9f6,loudness,animal,loud,positive,animal,0,2821287,62579572
3cef732fd8b2d5f3036d510441c1c9f6,size,animal,small,negative,mouse,1,33668364,62579572
3cef732fd8b2d5f3036d510441c1c9f6,hardness,floor,soft,negative,wood,1,51133768,53763234
3cef732fd8b2d5f3036d510441c1c9f6,size,plant,small,negative,flower,1,33373457,53249198
3cef732fd8b2d5f3036d510441c1c9f6,strength,people,strong,positive,child,1,119753056,480323270
3cef732fd8b2d5f3036d510441c1c9f6,temperature,food,warm,positive,ice cream,1,6277647,180152837
3cef732fd8b2d5f3036d510441c1c9f6,temperature,food,warm,positive,ice cream,1,6277647,180152837
3cef732fd8b2d5f3036d510441c1c9f6,price,alcoholic drink,cheap,negative,beer,1,20488618,158194
3cef732fd8b2d5f3036d510441c1c9f6,length_duration,dog,long,positive,chihuahua,1,1399606,77282721
3cef732fd8b2d5f3036d510441c1c9f6,weight,people,light,negative,kid,1,22023401,480323270
3cef732fd8b2d5f3036d510441c1c9f6,height,animal,tall,positive,monkey,1,9992262,62579572
3cef732fd8b2d5f3036d510441c1c9f6,width,road,narrow,negative,highway,1,23630418,131806092
3cef732fd8b2d5f3036d510441c1c9f6,darkness,bird,light,positive,parrot,1,2682859,29443460
3cef732fd8b2d5f3036d510441c1c9f6,hardness,sweet,soft,negative,chocolate,1,23380830,32335039
3cef732fd8b2d5f3036d510441c1c9f6,temperature,season,cold,negative,summer day,1,334257,76447399
aebcb4bcfe145e177b548c818f3e8bf9,height,animal,tall,positive,animal,0,978966,62579572
aebcb4bcfe145e177b548c818f3e8bf9,loudness,animal,loud,positive,animal,0,2821287,62579572
aebcb4bcfe145e177b548c818f3e8bf9,price,alcoholic drink,expensive,positive,alcoholic drink,0,58493416,158194
aebcb4bcfe145e177b548c818f3e8bf9,weight,animal,heavy,positive,animal,0,6116985,62579572
aebcb4bcfe145e177b548c818f3e8bf9,temperature,season,cold,negative,season,0,47405,76447399
aebcb4bcfe145e177b548c818f3e8bf9,strength,storm,weak,negative,hurricane,1,16759342,22249642
aebcb4bcfe145e177b548c818f3e8bf9,size,plant,big,positive,plant,0,59627239,53249198
aebcb4bcfe145e177b548c818f3e8bf9,loudness,room,loud,positive,room,0,139596,176313286
aebcb4bcfe145e177b548c818f3e8bf9,speed,people,slow,negative,runner,1,7381418,480323270
aebcb4bcfe145e177b548c818f3e8bf9,width,hole,narrow,negative,hole,0,21463,26202887
aebcb4bcfe145e177b548c818f3e8bf9,weight,people,heavy,positive,baby,1,117716269,480323270
aebcb4bcfe145e177b548c818f3e8bf9,temperature,food,cold,negative,food,0,8924350,180152837
aebcb4bcfe145e177b548c818f3e8bf9,size,animal,big,positive,monkey,1,9992262,62579572
aebcb4bcfe145e177b548c818f3e8bf9,length_duration,reading,short,negative,poem,1,8910539,95293931
aebcb4bcfe145e177b548c818f3e8bf9,width,road,narrow,negative,road,0,23630418,131806092
aebcb4bcfe145e177b548c818f3e8bf9,hardness,sweet,soft,negative,sweet,0,29526,32335039
aebcb4bcfe145e177b548c818f3e8bf9,darkness,bird,light,positive,bird,0,2682859,29443460
aebcb4bcfe145e177b548c818f3e8bf9,strength,people,weak,negative,child,1,119753056,480323270
aebcb4bcfe145e177b548c818f3e8bf9,price,statue,expensive,positive,statue,0,35423760,4753368
aebcb4bcfe145e177b548c818f3e8bf9,height,people,short,negative,people,0,1508058,480323270
aebcb4bcfe145e177b548c818f3e8bf9,hardness,floor,hard,positive,floor,0,51133768,53763234
aebcb4bcfe145e177b548c818f3e8bf9,length_duration,dog,short,negative,dog,0,1143338,77282721
aebcb4bcfe145e177b548c818f3e8bf9,speed,animal,slow,negative,animal,0,519816,62579572
ba163ef33983efe55f371ecec2ba1b6f,hardness,sweet,hard,positive,chocolate,1,23380830,32335039
ba163ef33983efe55f371ecec2ba1b6f,size,plant,big,positive,flower,1,33373457,53249198
ba163ef33983efe55f371ecec2ba1b6f,loudness,room,loud,positive,room,0,4248177,176313286
ba163ef33983efe55f371ecec2ba1b6f,speed,people,quick,positive,jogger,1,677597,480323270
ba163ef33983efe55f371ecec2ba1b6f,temperature,food,cold,negative,food,0,6277647,180152837
ba163ef33983efe55f371ecec2ba1b6f,temperature,food,cold,negative,food,0,6277647,180152837
ba163ef33983efe55f371ecec2ba1b6f,length_duration,dog,short,negative,dog,0,1143338,77282721
ba163ef33983efe55f371ecec2ba1b6f,loudness,animal,quiet,negative,cat,1,46849873,62579572
ba163ef33983efe55f371ecec2ba1b6f,price,alcoholic drink,expensive,positive,liquor,1,4727755,158194
ba163ef33983efe55f371ecec2ba1b6f,darkness,bird,dark,negative,seagull,1,735268,29443460
ba163ef33983efe55f371ecec2ba1b6f,weight,animal,light,negative,dog,1,77282721,62579572
ba163ef33983efe55f371ecec2ba1b6f,temperature,season,cold,negative,season,0,334257,76447399
ba163ef33983efe55f371ecec2ba1b6f,speed,animal,quick,positive,animal,0,1117664,62579572
ba163ef33983efe55f371ecec2ba1b6f,strength,people,weak,negative,people,0,3025962,480323270
ba163ef33983efe55f371ecec2ba1b6f,width,road,wide,positive,road,0,23630418,131806092
ba163ef33983efe55f371ecec2ba1b6f,length_duration,reading,short,negative,reading,0,21821672,95293931
ba163ef33983efe55f371ecec2ba1b6f,size,animal,small,negative,elephant,1,6116985,62579572
ba163ef33983efe55f371ecec2ba1b6f,height,animal,tall,positive,bird,1,29443460,62579572
ba163ef33983efe55f371ecec2ba1b6f,height,people,tall,positive,jockey,1,2544228,480323270
ba163ef33983efe55f371ecec2ba1b6f,price,statue,expensive,positive,statue,0,35423760,4753368
ba163ef33983efe55f371ecec2ba1b6f,width,hole,wide,positive,cavern,1,1364330,26202887
ba163ef33983efe55f371ecec2ba1b6f,hardness,floor,hard,positive,floor,0,51133768,53763234
ba163ef33983efe55f371ecec2ba1b6f,strength,storm,weak,negative,storm,0,26429782,22249642
ba163ef33983efe55f371ecec2ba1b6f,weight,people,light,negative,kid,1,22023401,480323270
267fe0bc607c2e6c8d46ffdec67b7585,speed,animal,quick,positive,animal,0,1117664,62579572
267fe0bc607c2e6c8d46ffdec67b7585,weight,people,heavy,positive,kid,1,22023401,480323270
267fe0bc607c2e6c8d46ffdec67b7585,temperature,food,cold,negative,soup,1,10543534,180152837
267fe0bc607c2e6c8d46ffdec67b7585,weight,animal,light,negative,elephant,1,6116985,62579572
267fe0bc607c2e6c8d46ffdec67b7585,speed,people,slow,negative,jogger,1,677597,480323270
267fe0bc607c2e6c8d46ffdec67b7585,length_duration,reading,short,negative,poem,1,8910539,95293931
267fe0bc607c2e6c8d46ffdec67b7585,price,alcoholic drink,cheap,negative,wine,1,58493416,158194
267fe0bc607c2e6c8d46ffdec67b7585,darkness,bird,dark,negative,seagull,1,735268,29443460
267fe0bc607c2e6c8d46ffdec67b7585,temperature,season,warm,positive,summer day,1,334257,76447399
267fe0bc607c2e6c8d46ffdec67b7585,height,animal,short,negative,giraffe,1,978966,62579572
267fe0bc607c2e6c8d46ffdec67b7585,height,people,tall,positive,people,0,1508058,480323270
267fe0bc607c2e6c8d46ffdec67b7585,hardness,floor,hard,positive,floor,0,8516834,53763234
267fe0bc607c2e6c8d46ffdec67b7585,loudness,animal,quiet,negative,animal,0,77282721,62579572
267fe0bc607c2e6c8d46ffdec67b7585,width,hole,wide,positive,fox hole,1,21463,26202887
267fe0bc607c2e6c8d46ffdec67b7585,size,plant,big,positive,plant,0,33373457,53249198
267fe0bc607c2e6c8d46ffdec67b7585,length_duration,dog,long,positive,dachshund,1,722619,77282721
267fe0bc607c2e6c8d46ffdec67b7585,width,road,wide,positive,road,0,19163,131806092
267fe0bc607c2e6c8d46ffdec67b7585,price,statue,cheap,negative,statue,0,35423760,4753368
267fe0bc607c2e6c8d46ffdec67b7585,strength,people,weak,negative,child,1,119753056,480323270
267fe0bc607c2e6c8d46ffdec67b7585,strength,storm,strong,positive,rain,1,26429782,22249642
267fe0bc607c2e6c8d46ffdec67b7585,loudness,room,quiet,negative,study hall,1,139596,176313286
267fe0bc607c2e6c8d46ffdec67b7585,size,animal,small,negative,monkey,1,9992262,62579572
267fe0bc607c2e6c8d46ffdec67b7585,hardness,sweet,hard,positive,chocolate,1,23380830,32335039
278fcbf40885f0b2dc03a078bad75cba,length_duration,reading,short,negative,story,1,138440672,95293931
278fcbf40885f0b2dc03a078bad75cba,darkness,bird,dark,negative,parrot,1,2682859,29443460
278fcbf40885f0b2dc03a078bad75cba,weight,animal,heavy,positive,fish,1,52768568,62579572
278fcbf40885f0b2dc03a078bad75cba,price,statue,expensive,positive,statue,0,15501355,4753368
278fcbf40885f0b2dc03a078bad75cba,temperature,food,cold,negative,soup,1,10543534,180152837
278fcbf40885f0b2dc03a078bad75cba,size,animal,small,negative,monkey,1,9992262,62579572
278fcbf40885f0b2dc03a078bad75cba,loudness,room,quiet,negative,room,0,139596,176313286
278fcbf40885f0b2dc03a078bad75cba,height,people,tall,positive,basketball player,1,314610,480323270
278fcbf40885f0b2dc03a078bad75cba,speed,people,slow,negative,walker,1,14809346,480323270
278fcbf40885f0b2dc03a078bad75cba,width,road,wide,positive,road,0,70464,131806092
278fcbf40885f0b2dc03a078bad75cba,height,animal,short,negative,giraffe,1,978966,62579572
278fcbf40885f0b2dc03a078bad75cba,hardness,sweet,hard,positive,marshmallow,1,435955,32335039
278fcbf40885f0b2dc03a078bad75cba,width,hole,wide,positive,cave,1,7669404,26202887
278fcbf40885f0b2dc03a078bad75cba,hardness,floor,soft,negative,floor,0,8516834,53763234
278fcbf40885f0b2dc03a078bad75cba,strength,people,strong,positive,teenager,1,3025962,480323270
278fcbf40885f0b2dc03a078bad75cba,size,plant,big,positive,flower,1,33373457,53249198
278fcbf40885f0b2dc03a078bad75cba,strength,storm,weak,negative,rain,1,26429782,22249642
278fcbf40885f0b2dc03a078bad75cba,speed,animal,quick,positive,animal,0,1117664,62579572
278fcbf40885f0b2dc03a078bad75cba,length_duration,dog,long,positive,dog,0,1143338,77282721
278fcbf40885f0b2dc03a078bad75cba,loudness,animal,quiet,negative,donkey,1,2821287,62579572
278fcbf40885f0b2dc03a078bad75cba,temperature,season,cold,negative,season,0,101658,76447399
278fcbf40885f0b2dc03a078bad75cba,price,alcoholic drink,expensive,positive,wine,1,58493416,158194
278fcbf40885f0b2dc03a078bad75cba,weight,people,heavy,positive,kid,1,22023401,480323270
43abf1cd601a24457aaecb3e03cace2d,hardness,sweet,hard,positive,chocolate,1,23380830,32335039
43abf1cd601a24457aaecb3e03cace2d,temperature,food,cold,negative,salad,1,8924350,180152837
43abf1cd601a24457aaecb3e03cace2d,weight,animal,heavy,positive,animal,0,77282721,62579572
43abf1cd601a24457aaecb3e03cace2d,weight,people,light,negative,people,0,22023401,480323270
43abf1cd601a24457aaecb3e03cace2d,temperature,season,warm,positive,season,0,101658,76447399
43abf1cd601a24457aaecb3e03cace2d,height,animal,short,negative,bird,1,29443460,62579572
43abf1cd601a24457aaecb3e03cace2d,price,statue,cheap,negative,statue,0,9903500,4753368
43abf1cd601a24457aaecb3e03cace2d,loudness,animal,loud,positive,animal,0,2821287,62579572
43abf1cd601a24457aaecb3e03cace2d,loudness,room,loud,positive,classroom,1,20279319,176313286
43abf1cd601a24457aaecb3e03cace2d,strength,storm,strong,positive,storm,0,26429782,22249642
43abf1cd601a24457aaecb3e03cace2d,hardness,floor,soft,negative,floor,0,8516834,53763234
43abf1cd601a24457aaecb3e03cace2d,size,animal,big,positive,animal,0,6116985,62579572
43abf1cd601a24457aaecb3e03cace2d,width,hole,narrow,negative,hole,0,21463,26202887
43abf1cd601a24457aaecb3e03cace2d,width,road,wide,positive,road,0,70464,131806092
43abf1cd601a24457aaecb3e03cace2d,speed,animal,slow,negative,animal,0,1117664,62579572
43abf1cd601a24457aaecb3e03cace2d,speed,people,slow,negative,runner,1,7381418,480323270
43abf1cd601a24457aaecb3e03cace2d,length_duration,reading,short,negative,reading,0,138440672,95293931
43abf1cd601a24457aaecb3e03cace2d,height,people,short,negative,basketball player,1,314610,480323270
43abf1cd601a24457aaecb3e03cace2d,strength,people,strong,positive,adult,1,97585771,480323270
43abf1cd601a24457aaecb3e03cace2d,size,plant,big,positive,tree,1,59627239,53249198
43abf1cd601a24457aaecb3e03cace2d,length_duration,dog,long,positive,dog,0,1143338,77282721
43abf1cd601a24457aaecb3e03cace2d,price,alcoholic drink,expensive,positive,beer,1,20488618,158194
43abf1cd601a24457aaecb3e03cace2d,darkness,bird,dark,negative,crow,1,4603692,29443460
49ed7586603c268f4eaca6c1050722ea,darkness,bird,light,positive,seagull,1,735268,29443460
49ed7586603c268f4eaca6c1050722ea,height,animal,short,negative,monkey,1,9992262,62579572
49ed7586603c268f4eaca6c1050722ea,loudness,room,quiet,negative,classroom,1,20279319,176313286
49ed7586603c268f4eaca6c1050722ea,size,animal,big,positive,mouse,1,33668364,62579572
49ed7586603c268f4eaca6c1050722ea,width,road,narrow,negative,highway,1,23630418,131806092
49ed7586603c268f4eaca6c1050722ea,height,people,tall,positive,basketball player,1,314610,480323270
49ed7586603c268f4eaca6c1050722ea,temperature,food,cold,negative,soup,1,10543534,180152837
49ed7586603c268f4eaca6c1050722ea,weight,animal,light,negative,fish,1,52768568,62579572
49ed7586603c268f4eaca6c1050722ea,hardness,sweet,soft,negative,jolly rancher,1,29526,32335039
49ed7586603c268f4eaca6c1050722ea,speed,people,quick,positive,walker,1,14809346,480323270
49ed7586603c268f4eaca6c1050722ea,length_duration,dog,long,positive,dachshund,1,722619,77282721
49ed7586603c268f4eaca6c1050722ea,price,statue,cheap,negative,statue,0,35423760,4753368
49ed7586603c268f4eaca6c1050722ea,length_duration,reading,long,positive,novel,1,21821672,95293931
49ed7586603c268f4eaca6c1050722ea,price,alcoholic drink,cheap,negative,wine,1,58493416,158194
49ed7586603c268f4eaca6c1050722ea,loudness,animal,quiet,negative,cat,1,46849873,62579572
49ed7586603c268f4eaca6c1050722ea,temperature,season,cold,negative,season,0,47405,76447399
49ed7586603c268f4eaca6c1050722ea,strength,storm,weak,negative,hurricane,1,16759342,22249642
49ed7586603c268f4eaca6c1050722ea,size,plant,big,positive,flower,1,33373457,53249198
49ed7586603c268f4eaca6c1050722ea,speed,animal,quick,positive,elephant,1,6116985,62579572
49ed7586603c268f4eaca6c1050722ea,strength,people,strong,positive,teenager,1,3025962,480323270
49ed7586603c268f4eaca6c1050722ea,width,hole,wide,positive,cavern,1,1364330,26202887
49ed7586603c268f4eaca6c1050722ea,weight,people,heavy,positive,baby,1,117716269,480323270
49ed7586603c268f4eaca6c1050722ea,hardness,floor,hard,positive,wood,1,51133768,53763234
1c304fa6940e84368866cd8049dd3928,length_duration,dog,short,negative,dog,0,1143338,77282721
1c304fa6940e84368866cd8049dd3928,loudness,animal,quiet,negative,animal,0,46849873,62579572
1c304fa6940e84368866cd8049dd3928,size,animal,big,positive,mouse,1,33668364,62579572
1c304fa6940e84368866cd8049dd3928,darkness,bird,dark,negative,bird,0,2682859,29443460
1c304fa6940e84368866cd8049dd3928,temperature,season,warm,positive,season,0,47405,76447399
1c304fa6940e84368866cd8049dd3928,weight,animal,heavy,positive,animal,0,52768568,62579572
1c304fa6940e84368866cd8049dd3928,speed,animal,quick,positive,elephant,1,6116985,62579572
1c304fa6940e84368866cd8049dd3928,length_duration,reading,short,negative,story,1,138440672,95293931
1c304fa6940e84368866cd8049dd3928,hardness,sweet,soft,negative,jolly rancher,1,29526,32335039
1c304fa6940e84368866cd8049dd3928,strength,storm,strong,positive,hurricane,1,16759342,22249642
1c304fa6940e84368866cd8049dd3928,height,people,tall,positive,people,0,314610,480323270
1c304fa6940e84368866cd8049dd3928,weight,people,heavy,positive,people,0,97585771,480323270
1c304fa6940e84368866cd8049dd3928,width,road,wide,positive,side road,1,70464,131806092
